SEQUENCEID	NumColumns	Rank	AssignedTax
PC612076	2	gen	511678
PC1188658	38	sp	672
PC900063	3	sp	314275
PC860325	2	gen	511678
PC1503756	1	sp	80854
PC205204	3	gen	226
PC85821	2	gen	662
PC1169414	1	sp	756698
PC1193294	1	sp	2107582
PC31725	1	sp	2107582
PC515666	1	sp	2107582
PC1418892	4	gen	511678
PC714936	1	sp	2107582
PC1337130	2	sp	688
PC1496375	1	sp	1816218
PC671564	1	sp	2107582
PC1577282	1	sp	680279
PC1196910	2	gen	511678
PC574428	2	sp	60961
PC347346	1	sp	40269
PC768228	2	sp	29494
PC1535290	1	sp	1917163
PC520938	1	sp	2107582
PC1541403	1	sp	2107582
PC1313685	1	sp	168275
PC126661	1	sp	136468
PC795011	4	sp	80854
PC42923	1	sp	2107582
PC989330	3	sp	55601
PC298836	1	sp	2107582
PC933218	2	gen	511678
PC964681	37	sp	29497
PC260767	4	sp	29494
PC538422	2	gen	662
PC632825	2	sp	688
PC1222241	2	gen	511678
PC1262902	13	sp	62322
PC117130	2	gen	511678
PC1302590	2	sp	29497
PC153423	2	gen	662
PC885142	19	sp	29497
PC538238	1	sp	60217
PC391841	5	gen	657
PC254055	3	gen	662
PC762067	1	sp	1917163
PC635022	25	sp	29497
PC106580	19	gen	662
PC688243	2	gen	511678
PC889376	1	sp	1295392
PC1432340	1	sp	2107582
PC1520717	3	gen	22
PC1078996	2	sp	1295392
PC1251252	1	sp	1763536
PC1122478	1	sp	1917163
PC561370	9	sp	80854
PC833081	3	gen	511678
PC925806	7	sp	314275
PC377306	1	sp	168275
PC1228614	2	sp	1295392
PC396275	1	sp	314275
PC499729	14	sp	62322
PC1253542	4	gen	511678
PC323806	3	sp	365591
PC843908	1	sp	40269
PC547235	1	sp	2107582
PC1316967	10	sp	645
PC1359594	12	sp	62322
PC53476	2	sp	29497
PC141509	1	sp	80854
PC1029132	1	sp	645
PC24268	21	sp	29497
PC653905	1	sp	1816218
PC18728	66	sp	47951
PC98388	1	sp	2497879
PC578378	4	gen	511678
PC733597	37	sp	136468
PC1053713	2	gen	511678
PC33092	2	gen	662
PC75387	1	sp	566293
PC135994	1	sp	40269
PC694291	3	gen	511678
PC1517620	2	sp	55601
PC1345733	28	sp	669
PC832021	15	sp	645
PC1323998	5	gen	511678
PC1228535	15	sp	669
PC173450	11	gen	662
PC1468687	3	gen	511678
PC1251173	2	sp	314275
PC1200522	2	gen	662
PC114065	2	sp	29494
PC314106	2	gen	58050
PC1536390	1	sp	589873
PC148567	5	gen	497
PC2635	1	sp	43657
PC843511	1	sp	1816218
PC1012755	4	gen	662
PC726480	1	sp	60217
PC1225992	1	sp	1816218
PC1316995	7	gen	662
PC270328	5	sp	80854
PC1496054	1	sp	168275
PC1291696	6	sp	668
PC701976	1	sp	2107582
PC1427281	2	gen	662
PC940776	1	sp	589873
PC665934	2	gen	662
PC232285	1	sp	2058327
PC904493	10	sp	691
PC856635	1	sp	40269
PC117900	2	sp	645
PC1387626	25	sp	645
PC1247014	2	sp	669
PC530633	1	sp	645
PC1052008	4	gen	511678
PC423103	2	gen	662
PC1456582	5	gen	662
PC770321	1	sp	680279
PC795330	5	sp	668
PC1232702	2	gen	511678
PC88953	3	sp	688
PC1528901	34	sp	669
PC738686	3	sp	688
PC600320	4	sp	29494
PC873172	9	sp	80854
PC1566836	11	sp	190893
PC1282335	1	sp	168275
PC1415780	1	sp	688
PC836560	1	sp	1816218
PC1363630	1	sp	40269
PC1490243	2	sp	566293
PC224523	4	gen	662
PC1023754	2	sp	80854
PC29510	3	gen	511678
PC58852	2	sp	29494
PC193966	2	gen	511678
PC212856	2	gen	53246
PC1049663	3	sp	688
PC579236	2	gen	22
PC116729	4	sp	43657
PC301976	2	gen	662
PC178869	1	sp	52133
PC1390137	2	sp	43657
PC83917	1	sp	60217
PC61211	12	sp	29497
PC769274	8	gen	497
PC1341478	1	sp	40269
PC1513741	2	sp	1295392
PC1256000	1	sp	182262
PC106488	73	sp	29497
PC573663	2	sp	645
PC480347	2	sp	80854
PC1149438	1	sp	2107582
PC1149587	1	sp	1816218
PC297646	4	gen	511678
PC678631	4	gen	511678
PC885605	3	sp	688
PC1233318	3	sp	688
PC283015	4	gen	22
PC1098373	2	gen	511678
PC1000034	2	sp	1295392
PC314759	5	sp	43657
PC1319870	3	sp	29494
PC1081677	2	sp	314275
PC1160334	4	gen	511678
PC1065813	8	sp	80854
PC1181435	2	gen	261963
PC1476431	18	sp	669
PC1242628	31	sp	669
PC558089	1	sp	2107582
PC697964	1	sp	40269
PC1542123	1	sp	680279
PC832674	2	sp	166935
PC1275173	2	sp	80854
PC1515510	10	sp	80854
PC1514067	4	sp	80854
PC1527503	3	gen	511678
PC298225	112	gen	662
PC285621	1	sp	2107582
PC396111	2	gen	511678
PC540408	2	sp	670
PC807602	2	sp	29497
PC962741	4	sp	314275
PC1341614	28	sp	669
PC1272878	21	sp	668
PC749315	1	sp	756698
PC1096238	1	sp	2107582
PC787192	2	sp	29497
PC768119	1	sp	74109
PC189565	1	sp	680279
PC885226	1	sp	80854
PC887876	26	sp	668
PC1096171	1	sp	1144748
PC455311	18	sp	668
PC651310	99	sp	672
PC571810	1	sp	168275
PC471318	3	sp	29497
PC526819	2	sp	80854
PC1565160	2	sp	1295392
PC6363	5	gen	497
PC98321	2	sp	688
PC768537	13	sp	645
PC341923	2	sp	80854
PC1062977	1	sp	1816218
PC140205	1	sp	2107582
PC1046149	74	sp	29497
PC632647	2	sp	566293
PC550361	77	sp	29497
PC369005	3	gen	511678
PC1319681	4	gen	497
PC1452460	2	gen	511678
PC406043	1	sp	2107582
PC563100	1	sp	170652
PC1060053	253	sp	670
PC1105285	2	gen	662
PC685073	3	gen	511678
PC1206950	19	sp	672
PC1503552	1	sp	566293
PC778259	2	sp	566293
PC1130416	6	gen	497
PC533636	1	sp	43657
PC216939	2	sp	693153
PC965669	2	sp	566293
PC1346770	8	gen	662
PC973190	1	sp	2107582
PC1175157	1	sp	314275
PC1109481	1	sp	170673
PC412928	3	sp	43657
PC1429382	2	sp	688
PC1060380	9	gen	662
PC411431	4	sp	645
PC1438423	1	sp	1917163
PC1200974	26	sp	668
PC270153	42	gen	662
PC1117062	2	gen	511678
PC514678	23	gen	662
PC874279	3	sp	688
PC4435	30	gen	662
PC1050563	2	sp	688
PC772296	3	gen	511678
PC733110	10	sp	668
PC864307	1	sp	680279
PC1249148	2	sp	691
PC1482441	370	sp	670
PC515814	1	sp	566293
PC1513145	76	sp	29497
PC949563	1	sp	261964
PC1500693	1	sp	645
PC1352780	1	sp	2107582
PC1273499	4	gen	511678
PC708084	1	sp	2107582
PC1432848	4	gen	511678
PC391666	1	sp	589873
PC1460380	7	sp	80854
PC482459	1	sp	80854
PC548570	3	sp	688
PC330592	1	sp	168275
PC312125	1	sp	589873
PC758532	2	sp	566293
PC360634	1	sp	2058327
PC477569	32	gen	662
PC1070937	1	sp	2107582
PC38267	4	gen	497
PC678673	4	gen	511678
PC200362	1	sp	1816218
PC155813	1	sp	60217
PC947467	1	sp	2107582
PC662843	1	sp	1816218
PC57667	1	sp	680279
PC354525	1	sp	2107582
PC886967	11	gen	662
PC267708	1	sp	80854
PC623677	1	sp	688
PC468098	70	sp	29497
PC68472	3	sp	80854
PC918128	35	gen	662
PC193496	1	sp	52133
PC138368	12	gen	662
PC964541	6	sp	80854
PC1386914	2	gen	511678
PC739310	1	sp	680279
PC765264	5	gen	511678
PC27486	3	sp	688
PC58270	5	gen	511678
PC473638	7	sp	29497
PC733710	6	gen	58050
PC1462251	3	sp	314275
PC478745	1	sp	566293
PC1051658	11	gen	662
PC1403664	2	gen	511678
PC206319	2	sp	314275
PC691213	2	gen	511678
PC671497	1	sp	198480
PC1077488	12	sp	661
PC963602	1	sp	1295392
PC634695	3	gen	22
PC1155783	9	sp	80854
PC724337	2	gen	511678
PC1127092	3	gen	497
PC25345	9	sp	55601
PC535602	1	sp	225848
PC474158	4	sp	29494
PC590614	3	sp	314275
PC750098	10	sp	80854
PC973212	2	gen	511678
PC64411	11	sp	80854
PC1254479	1	sp	161398
PC1188128	1	sp	357794
PC481786	1	sp	40269
PC1429068	2	sp	1295392
PC704344	2	sp	566293
PC660770	1	sp	40269
PC572022	2	sp	43657
PC903039	2	gen	662
PC250356	2	sp	668
PC600235	74	sp	29497
PC564314	2	sp	43657
PC1469735	2	sp	80854
PC396014	2	gen	657
PC1550112	2	gen	497
PC569247	2	sp	314275
PC251418	2	gen	511678
PC1418069	6	gen	662
PC1276184	1	sp	680279
PC1204500	32	sp	669
PC1032308	1	sp	211668
PC77614	24	sp	668
PC490573	4	gen	511678
PC426219	1	sp	566293
PC214610	6	gen	497
PC168130	1	sp	60478
PC1112898	1	sp	589873
PC1025935	2	gen	497
PC322638	1	sp	2305464
PC1359236	2	sp	29497
PC1545575	11	sp	80854
PC1425633	1	sp	43657
PC1140350	24	sp	645
PC117184	3	sp	688
PC145598	19	sp	668
PC545702	8	sp	668
PC1449133	2	gen	662
PC541660	3	sp	29494
PC1350671	8	sp	645
PC793	1	sp	2107582
PC1395042	2	sp	62322
PC479320	370	sp	670
PC1522308	4	gen	511678
PC381932	2	gen	662
PC1442942	3	gen	662
PC199162	8	sp	80854
PC1156763	2	sp	62322
PC83812	1	sp	29494
PC855767	1	sp	1917163
PC1297044	7	sp	80854
PC1000862	1	sp	40269
PC74672	3	sp	670
PC930034	1	sp	182262
PC1496183	2	sp	74109
PC229882	21	gen	662
PC254058	3	sp	688
PC957091	2	sp	43657
PC357649	11	sp	80854
PC772869	1	sp	62322
PC1471934	4	sp	314275
PC1488560	1	sp	52443
PC225114	26	sp	668
PC136702	2	gen	511678
PC1530351	2	sp	693153
PC560490	1	sp	1763536
PC653738	3	sp	28108
PC1034921	25	sp	645
PC643289	2	gen	497
PC750129	29	sp	669
PC1296401	4	gen	22
PC1478395	30	sp	669
PC768971	2	gen	662
PC562888	24	sp	29497
PC1336416	6	gen	497
PC451107	2	gen	511678
PC1039318	120	gen	662
PC794524	4	sp	80854
PC850741	4	gen	511678
PC1316531	1	sp	2107582
PC1139336	4	sp	80854
PC414185	2	sp	645
PC422717	5	gen	511678
PC1370329	1	sp	566293
PC1183433	8	sp	668
PC457310	1	sp	318456
PC656372	2	sp	43657
PC1562538	1	sp	2107582
PC1294868	22	sp	668
PC1124678	15	sp	55601
PC1165627	13	sp	47951
PC1318616	6	gen	511678
PC862498	172	gen	662
PC1305460	4	sp	80854
PC183660	2	sp	314275
PC530315	1	sp	40269
PC1021372	1	sp	2267621
PC882406	2	gen	511678
PC35380	2	gen	662
PC300962	2	sp	668
PC319894	12	sp	80854
PC1508885	1	sp	688
PC1388340	75	sp	29497
PC512332	25	sp	668
PC332320	4	gen	497
PC497675	2	gen	511678
PC1368985	1	sp	2058322
PC720813	3	gen	662
PC1098610	1	sp	40269
PC888053	3	sp	688
PC548237	1	sp	2107582
PC1144044	3	sp	688
PC266833	1	sp	2107582
PC1418104	11	sp	80854
PC609668	2	gen	511678
PC540307	2	gen	28228
PC360505	1	sp	29497
PC200425	2	sp	566293
PC861932	4	sp	29494
PC112567	1	sp	589873
PC313505	1	sp	566293
PC1374668	2	sp	29494
PC1043881	6	gen	226
PC453227	4	sp	29494
PC1391275	2	gen	53945
PC820625	1	sp	290400
PC1197112	1	sp	133924
PC1576915	1	sp	53946
PC786934	2	gen	13687
PC144775	1	sp	1389005
PC819277	1	sp	1670800
PC632911	1	sp	365340
PC1341212	2	sp	1458307
PC991685	1	sp	1881061
PC1333729	2	sp	60890
PC547132	2	gen	152161
PC688581	2	sp	221822
PC688701	3	gen	119044
PC1550849	1	sp	89184
PC324186	1	sp	1387277
PC219917	1	sp	1670800
PC22241	5	gen	72173
PC422634	1	sp	1670800
PC569374	2	sp	402884
PC1241225	2	gen	152161
PC1138762	1	sp	42443
PC626025	1	sp	42443
PC177815	3	gen	165696
PC644285	1	sp	645517
PC972489	1	sp	290400
PC1195990	2	sp	35806
PC524283	2	sp	2434
PC662385	1	sp	198252
PC995711	1	sp	171437
PC343139	2	gen	302485
PC288111	3	gen	119044
PC731244	1	sp	1169234
PC977086	1	sp	290400
PC519881	2	sp	74349
PC532525	2	gen	165696
PC1268365	1	sp	1881061
PC1511028	2	sp	2434
PC1392086	1	sp	1670800
PC1376582	2	sp	35806
PC1418326	286	gen	234
PC363617	4	gen	1060
PC1382183	1	sp	35806
PC908691	2	sp	502682
PC1036901	2	gen	152161
PC245873	3	gen	2433
PC760479	1	sp	1881061
PC450214	2	gen	53945
PC645971	1	sp	871651
PC713117	2	gen	302485
PC174662	2	gen	302485
PC1013543	1	sp	1906738
PC1165043	3	gen	234
PC755187	2	sp	1458307
PC1506892	2	sp	205844
PC1455429	1	sp	53946
PC609997	2	sp	1458307
PC1326785	1	sp	1917485
PC1348367	1	sp	871651
PC531649	2	fam	31989
PC1012207	1	sp	53946
PC803980	1	sp	1917485
PC715176	7	gen	302485
PC1580076	1	sp	335975
PC455428	1	sp	1906738
PC1495838	8	sp	1063
PC916369	3	sp	1063
PC1487395	1	sp	1881061
PC1295176	1	sp	365340
PC87176	2	sp	1458307
PC530534	1	sp	35806
PC529996	1	sp	1917485
PC409193	6	gen	234
PC611617	2	sp	1458307
PC411182	1	sp	53946
PC747535	3	gen	165696
PC1575119	3	gen	2433
PC658257	1	sp	42443
PC1031926	1	sp	1881061
PC1309574	6	gen	302485
PC912628	10	gen	191028
PC222010	2	ordr	356
PC642510	1	sp	1881061
PC635004	300	gen	234
PC202859	1	sp	1670800
PC89049	1	sp	42443
PC1429092	3	gen	2433
PC1211937	5	gen	72173
PC1277817	1	sp	1792508
PC610871	2	sp	205844
PC855575	1	sp	42443
PC417865	2	gen	41275
PC709975	1	sp	36856
PC1264176	2	gen	1060
PC1139729	1	sp	1881061
PC134251	1	sp	1217908
PC343440	2	gen	53945
PC325809	2	sp	1715691
PC52522	1	sp	1620421
PC957614	1	sp	1618204
PC735466	1	sp	53946
PC967044	1	sp	2248760
PC586086	1	sp	42443
PC908351	10	sp	1063
PC1025913	1	sp	1917485
PC1503554	1	sp	437687
PC721059	2	gen	165696
PC21528	3	sp	1063
PC624400	1	sp	1881061
PC1519042	1	sp	41276
PC1403525	302	gen	234
PC692834	1	sp	53946
PC1009170	2	sp	43057
PC416289	1	sp	1397108
PC798769	8	sp	1063
PC576310	1	sp	428990
PC286376	2	gen	60136
PC887259	1	sp	335975
PC1260262	2	sp	502682
PC1392362	1	sp	531813
PC451312	2	gen	165696
PC574912	3	gen	119044
PC1076395	1	sp	42443
PC271300	1	sp	335975
PC1309964	1	sp	1609966
PC441423	1	sp	536018
PC50639	2	gen	53945
PC1014839	1	sp	53946
PC1367252	1	sp	418854
PC617448	2	sp	543877
PC1016288	2	sp	1397108
PC1413738	1	sp	1917485
PC915745	11	sp	221822
PC219847	3	sp	282199
PC1302792	1	sp	1881061
PC1476066	1	sp	1917485
PC959298	6	gen	41275
PC496285	2	gen	152161
PC1286988	269	gen	234
PC430923	3	gen	165696
PC25569	9	sp	221822
PC471361	1	sp	290400
PC567980	2	sp	1458307
PC898465	1	sp	1881061
PC1531926	3	gen	119044
PC54059	1	sp	1881061
PC938456	2	gen	234
PC802978	2	sp	2434
PC115333	1	sp	1917485
PC127971	2	sp	1608628
PC450301	2	sp	205844
PC1459757	1	sp	1172626
PC989957	232	gen	234
PC657502	3	gen	119044
PC914756	2	ordr	356
PC394680	2	sp	543877
PC1497046	1	sp	1217908
PC306862	1	sp	133924
PC1425534	2	gen	152161
PC1550079	2	sp	1458307
PC1563688	1	sp	1736594
PC205327	1	sp	345167
PC1487037	1	sp	42443
PC510779	2	sp	1397108
PC801234	2	sp	35806
PC1563504	1	sp	35806
PC119148	1	sp	290400
PC26371	1	sp	71235
PC869472	2	gen	165696
PC1011123	2	gen	191028
PC1427048	2	fam	31989
PC378489	1	sp	133924
PC1349753	1	sp	1478134
PC826435	1	sp	1881061
PC1178622	1	sp	404881
PC1422717	2	sp	1458307
PC37912	2	gen	274591
PC515685	2	sp	41276
PC1333989	1	sp	702113
PC990470	2	sp	543877
PC1084119	1	sp	1906738
PC1299966	2	gen	302485
PC114137	2	sp	502682
PC1077261	1	sp	335975
PC402418	2	gen	152161
PC626368	1	sp	133924
PC479332	2	sp	543877
PC23642	1	sp	42444
PC951969	1	sp	1217908
PC654640	1	sp	1670800
PC1121834	1	sp	1906738
PC115415	1	sp	1881061
PC1371656	1	sp	71235
PC678169	2	gen	165696
PC280891	1	sp	871651
PC197664	2	sp	205844
PC1206074	1	sp	133924
PC712249	2	sp	502682
PC1094304	2	gen	258255
PC669153	1	sp	35806
PC1013964	2	gen	165696
PC1152019	5	sp	1063
PC629744	1	sp	53946
PC647126	1	sp	53946
PC562577	1	sp	1792508
PC1352090	2	sp	1608628
PC368641	1	sp	42443
PC1499849	1	sp	244596
PC558772	1	sp	1670800
PC1227648	2	sp	1397108
PC272058	19	sp	1063
PC109488	1	sp	531813
PC1238225	3	gen	119044
PC848279	1	sp	1792508
PC793554	1	sp	53946
PC932678	2	gen	191028
PC553896	1	sp	1906738
PC62897	3	gen	53945
PC714119	1	sp	1670800
PC1019251	1	sp	1906738
PC1138844	1	sp	42443
PC854510	1	sp	205844
PC1270369	1	sp	1286148
PC1534375	1	sp	53946
PC1502414	2	sp	35806
PC691681	1	sp	35806
PC1332873	1	sp	335975
PC328866	1	sp	1684385
PC511265	7	gen	302485
PC688800	1	sp	531813
PC657363	4	fam	31989
PC95089	1	sp	1906738
PC1259003	3	gen	119044
PC989926	1	sp	476529
PC939740	1	sp	71235
PC598173	2	gen	152161
PC564078	2	sp	1063
PC38982	1	sp	1510457
PC596201	1	sp	531813
PC1130299	1	sp	42443
PC1201053	2	sp	1608628
PC266281	1	sp	420994
PC1034864	1	sp	1670800
PC341230	1	sp	71235
PC115507	3	gen	119044
PC171319	1	sp	71235
PC1127094	2	sp	1458307
PC361513	5	gen	41275
PC365471	2	gen	528
PC1016857	1	sp	71235
PC1283273	2	sp	543877
PC561225	1	sp	273168
PC1490672	1	sp	2304600
PC1118252	2	sp	205844
PC1276343	1	sp	531813
PC463535	3	sp	282199
PC1136398	14	sp	1063
PC1105705	2	gen	34008
PC715263	1	sp	1917485
PC9326	13	sp	1063
PC979579	1	sp	335975
PC112997	1	sp	290400
PC426762	2	gen	234
PC1437861	1	sp	89184
PC228373	2	gen	302485
PC123147	1	sp	645517
PC1002506	2	gen	234
PC1522562	1	sp	645517
PC841676	1	sp	290400
PC917554	1	sp	71235
PC832245	2	sp	35806
PC1308080	1	sp	290400
PC186394	2	sp	1458307
PC1084909	13	sp	221822
PC47850	1	sp	35806
PC1365590	300	gen	234
PC1412630	12	sp	221822
PC1061484	233	gen	234
PC480545	1	sp	335975
PC518686	1	sp	290400
PC659649	2	sp	35806
PC1135653	1	sp	42443
PC1529180	3	gen	119044
PC1222864	1	sp	645517
PC379308	1	sp	1917485
PC1401778	1	sp	1247867
PC1097841	2	sp	1458307
PC904491	1	sp	1917485
PC940164	1	sp	133924
PC973795	1	sp	308754
PC115664	1	sp	1063
PC810396	1	sp	53946
PC36318	1	sp	645517
PC1012128	1	sp	1881061
PC1452747	7	sp	221822
PC514189	301	gen	234
PC96667	1	sp	1906738
PC259368	3	fam	31989
PC1371641	1	sp	335975
PC604771	2	sp	1458307
PC255365	2	sp	221822
PC434487	2	sp	221822
PC751441	3	gen	119044
PC222207	1	sp	208216
PC1347355	1	sp	702113
PC478986	1	sp	1217908
PC857061	2	sp	1063
PC180401	1	sp	1510457
PC46300	2	sp	35806
PC1096185	1	sp	1620421
PC1161153	2	sp	205844
PC482301	1	sp	702113
PC993475	1	sp	53946
PC839046	2	sp	1458307
PC394820	3	gen	119044
PC455249	1	sp	1917485
PC620127	1	sp	531813
PC839283	2	sp	1397108
PC1018144	1	sp	1917485
PC528845	1	sp	345167
PC1328021	1	sp	308754
PC939600	2	sp	1397108
PC1371398	2	gen	152161
PC236945	1	sp	1217908
PC158818	2	gen	191028
PC1184519	1	sp	53946
PC18815	1	sp	1881061
PC70134	2	sp	543877
PC1331716	1	sp	133924
PC956136	2	fam	31989
PC1181897	1	sp	1217908
PC971504	1	sp	53946
PC242835	1	sp	290400
PC1040847	2	sp	1063
PC346039	1	sp	42443
PC1320062	1	sp	290400
PC119805	1	sp	290400
PC256010	2	gen	165696
PC397966	2	sp	221822
PC459310	3	gen	119044
PC1111339	2	sp	1608628
PC658562	3	gen	165696
PC137870	1	sp	1389005
PC1238060	2	sp	1458307
PC630707	2	sp	1397108
PC292258	4	gen	41275
PC756275	3	gen	119044
PC177710	2	sp	502682
PC264753	1	sp	1620421
PC1056119	1	sp	1397108
PC1121423	1	sp	1881061
PC94089	7	sp	1063
PC123144	1	sp	1670800
PC261509	1	sp	365340
PC1183355	1	sp	35806
PC639173	2	gen	165696
PC1575422	1	sp	531813
PC940191	4	gen	165696
PC831401	1	sp	290400
PC771498	303	gen	234
PC1124453	1	sp	42443
PC1252842	1	sp	1917485
PC1557440	1	sp	335975
PC304079	1	sp	42443
PC1426455	2	ordr	204457
PC160704	1	sp	290400
PC1036424	1	sp	35806
PC1244030	1	sp	133924
PC1577487	1	sp	645517
PC514688	2	sp	35806
PC467032	2	sp	543877
PC1494541	3	gen	41275
PC456315	2	sp	543877
PC175613	1	sp	290400
PC1241273	9	sp	221822
PC1259899	2	sp	1063
PC978434	3	sp	1063
PC31133	1	sp	1532555
PC214568	1	sp	53946
PC528911	1	sp	133924
PC1460159	1	sp	645517
PC680141	1	sp	42443
PC772392	2	sp	1458307
PC1322259	14	sp	1063
PC1189232	1	sp	335975
PC586226	3	sp	1063
PC583245	2	sp	543877
PC489483	1	sp	1792508
PC582554	1	sp	483013
PC1368443	3	sp	445629
PC419073	1	sp	475067
PC1526251	3	sp	221822
PC119025	1	sp	1620421
PC1103553	1	sp	1906738
PC466247	3	gen	119044
PC503514	17	sp	1063
PC788672	2	gen	53945
PC327274	5	gen	41275
PC1457028	1	sp	1217908
PC807833	2	gen	41275
PC249026	1	sp	1670800
PC1513484	2	gen	34008
PC986324	2	sp	1458307
PC1414767	3	gen	119044
PC180457	1	sp	53946
PC393458	1	sp	53946
PC794866	2	sp	502682
PC175538	1	sp	1917485
PC768967	2	sp	1715691
PC1029691	1	sp	42443
PC30556	1	sp	1917485
PC419695	8	sp	221822
PC323306	1	sp	198252
PC903243	1	sp	198252
PC829198	1	sp	42443
PC795280	1	sp	1208324
PC574466	2	sp	543877
PC1103340	1	sp	1917485
PC557169	2	sp	198252
PC593702	1	sp	1906738
PC1380116	1	sp	133924
PC490113	3	gen	119044
PC243279	1	sp	1317111
PC470843	3	gen	2433
PC1505744	267	gen	234
PC717497	1	sp	215813
PC836015	10	sp	1063
PC1211454	1	sp	702113
PC1306920	15	sp	1063
PC955127	1	sp	1217908
PC944387	5	gen	60136
PC1046117	1	sp	290400
PC592964	8	gen	234
PC1351801	1	sp	290400
PC457786	11	sp	1063
PC356144	301	gen	234
PC1321963	2	gen	34008
PC508999	2	sp	35806
PC154133	1	sp	1217908
PC789121	1	sp	365340
PC1440124	1	sp	42444
PC79768	2	sp	1458307
PC1552181	1	sp	365340
PC527190	1	sp	41276
PC945923	2	fam	335929
PC933694	1	sp	53946
PC977361	1	sp	1906738
PC1467388	3	fam	31989
PC291133	2	sp	205844
PC1478036	1	sp	1792508
PC1125794	2	gen	165696
PC698321	1	sp	1881061
PC1227969	1	sp	74348
PC1074746	4	gen	165696
PC1020675	1	sp	53946
PC135876	1	sp	71235
PC1533853	1	sp	198252
PC1237773	17	sp	1063
PC1578587	2	sp	1458307
PC846600	2	gen	302485
PC835276	16	sp	1063
PC742828	2	sp	1715691
PC1030163	1	sp	171437
PC1190878	2	sp	35806
PC324996	1	sp	1670800
PC854900	1	sp	1906738
PC108975	3	gen	1042323
PC658980	1	sp	531813
PC465258	2	fam	31989
PC1054241	1	sp	290400
PC1471048	2	sp	60890
PC1189828	1	sp	53946
PC782982	1	sp	1063
PC248503	1	sp	1655543
PC212660	1	sp	1620421
PC778726	1	sp	133924
PC1048381	1	sp	133924
PC635458	1	sp	1208324
PC609036	1	sp	1670800
PC1164212	1	sp	1906738
PC541136	1	sp	1881061
PC665466	1	sp	1792508
PC361734	1	sp	290400
PC909520	1	sp	42444
PC555175	3	gen	53945
PC1522955	1	sp	1881061
PC1529124	1	sp	1906738
PC1454918	2	gen	302485
PC1172775	1	sp	531813
PC1396439	1	sp	335975
PC1297592	2	sp	543877
PC1081097	2	sp	35806
PC1362212	1	sp	335975
PC772007	1	sp	290400
PC781119	2	gen	152161
PC736184	1	sp	71235
PC852836	2	gen	191028
PC165170	2	sp	1608628
PC504107	1	sp	71235
PC1381484	1	sp	1411902
PC216000	1	sp	42443
PC1574189	1	sp	53946
PC1146362	3	gen	234
PC1185972	1	sp	133924
PC1216608	1	sp	290400
PC421286	1	sp	1670800
PC232013	1	sp	1217908
PC772986	2	gen	191028
PC128671	1	sp	290400
PC987882	2	sp	2434
PC759428	1	sp	1906738
PC1051968	1	sp	1670800
PC539427	1	sp	335975
PC601472	2	sp	35806
PC1465098	7	sp	221822
PC726997	1	sp	42443
PC211160	3	sp	198252
PC1338602	2	fam	31989
PC1072146	1	sp	1458461
PC817988	3	gen	165696
PC509815	1	sp	1206458
PC1333720	2	sp	543877
PC776260	1	sp	290400
PC1310307	1	sp	1881061
PC856837	2	sp	2434
PC1086959	4	gen	60136
PC1370196	1	sp	1917485
PC1489050	1	sp	1917485
PC340072	13	sp	1063
PC1143305	2	sp	205844
PC1090878	1	sp	1881061
PC801396	1	sp	1917485
PC724410	1	sp	335975
PC386867	1	sp	290400
PC822912	1	sp	28101
PC1369758	1	sp	1917485
PC1235387	1	sp	645517
PC1230931	2	gen	234
PC1256811	2	sp	1458307
PC1538161	2	gen	41275
PC668246	1	sp	2072936
PC1044938	1	sp	645517
PC1379264	1	sp	531813
PC1216946	1	sp	290400
PC1123295	1	sp	42443
PC747382	2	sp	43057
PC778875	2	sp	60890
PC3750	2	gen	53945
PC656308	9	sp	1063
PC1521396	1	sp	290400
PC333084	1	sp	335975
PC299241	1	sp	1917485
PC1185811	1	sp	34004
PC270674	1	sp	1217908
PC249279	2	sp	1458307
PC809914	1	sp	1670800
PC683186	1	sp	290400
PC865276	2	gen	165696
PC839164	2	sp	205844
PC1428920	1	sp	1906738
PC1035811	6	gen	191028
PC1495263	2	sp	221822
PC204053	1	sp	1458461
PC1109258	1	sp	1906738
PC770808	2	gen	191028
PC1300730	2	gen	53945
PC642206	1	sp	1906738
PC606827	2	gen	53945
PC1232498	1	sp	335975
PC14245	1	sp	702113
PC1090633	1	sp	290400
PC1243543	2	fam	31989
PC247656	1	sp	1063
PC362102	1	sp	335975
PC81362	2	gen	191028
PC612113	1	sp	42443
PC804028	2	gen	302485
PC789434	2	sp	543877
PC183531	3	gen	119044
PC322336	2	sp	1458307
PC528055	3	gen	119044
PC56356	1	sp	335975
PC656029	2	sp	1458307
PC760923	1	sp	365340
PC140293	1	sp	53946
PC1495470	1	sp	35806
PC845352	1	sp	290400
PC960686	2	sp	1397108
PC45847	1	sp	1881061
PC775716	1	sp	117207
PC322373	1	sp	1514904
PC615026	1	sp	1906738
PC1489449	3	gen	119044
PC168234	2	sp	1397108
PC1252764	1	sp	645517
PC654175	1	sp	1906738
PC246102	1	sp	42443
PC1372401	298	gen	234
PC521402	2	sp	543877
PC376714	1	sp	1906856
PC764195	2	gen	53945
PC721117	1	sp	42443
PC1333794	1	sp	1620421
PC1238235	1	sp	1844006
PC330194	1	sp	1881061
PC1401980	1	sp	1620421
PC586761	1	sp	2025889
PC504345	1	sp	71235
PC1206303	1	sp	290400
PC903575	1	sp	290400
