parentID	contigID
G000686845	G000686845.part_NZ_JMLS01000002.1
G000225525	G000225525.part_NZ_AGBF01000004.1
G900129845	G900129845.part_NZ_FQXB01000005.1
G000635715	G000635715.part_JFND01000001.1
G900112935	G900112935.part_FONM01000001.1
G001582555	G001582555.part_NZ_LBAG01000003.1
G001049895	G001049895.part_NZ_CVPE01000005.1
G001484985	G001484985.part_NZ_BCLZ01000023.1
G000684975	G000684975.part_NZ_BAXZ01000007.1
G001894865	G001894865.part_NZ_BCXA01000008.1
G000436935	G000436935.part_FR891820.1
G000424365	G000424365.part_NZ_AUJT01000006.1
G000161935	G000161935.part_NZ_GG698802.1
G000445105	G000445105.part_NZ_ATDP01000078.1
G000717475	G000717475.part_NZ_JPIK01000021.1
G900089455	G900089455.part_NZ_FLRC01000010.1
G900089455	G900089455.part_NZ_FLRC01000055.1
G001499755	G001499755.part_NZ_CVIV01000036.1
G001469895	G001469895.part_NZ_LOPY01000050.1
G000423645	G000423645.part_NZ_AUIJ01000004.1
G001316245	G001316245.part_NZ_BBDM01000009.1
G000436435	G000436435.part_FR885842.1
G001795545	G001795545.part_MGPM01000014.1
G000012725	G000012725.part_NC_007406.1
G000430745	G000430745.part_NZ_KE387231.1
G000482805	G000482805.part_NZ_AXWT01000017.1
G000196275	G000196275.part_NC_008010.2
G900110905	G900110905.part_FOFH01000004.1
G001830805	G001830805.part_MICH01000005.1
G000422425	G000422425.part_NZ_KE383833.1
G001594145	G001594145.part_LVCF01000035.1
G001426485	G001426485.part_NZ_LMET01000003.1
G000745975	G000745975.part_NZ_JQKJ01000004.1
G000376225	G000376225.part_NZ_AQXL01000134.1
G000426565	G000426565.part_NZ_AUFP01000001.1
G001769705	G001769705.part_MEPF01000042.1
G001431485	G001431485.part_NZ_LDJM01000011.1
G000970125	G000970125.part_CP009507.1
G000429865	G000429865.part_NZ_AUCR01000011.1
G900129715	G900129715.part_NZ_FQWP01000001.1
G000981645	G000981645.part_LAQC01000006.1
G001278705	G001278705.part_NZ_CP012600.1
G000435575	G000435575.part_FR881909.1
G000445105	G000445105.part_NZ_ATDP01000089.1
G000407165	G000407165.part_NZ_KE136479.1
G000518105	G000518105.part_NZ_KI912382.1
G000599865	G000599865.part_NZ_JHAC01000002.1
G001708185	G001708185.part_NZ_MDDN01000002.1
G001969385	G001969385.part_NZ_CP014801.1
G000242835	G000242835.part_NZ_JH594425.1
G000286115	G000286115.part_NZ_ALAD01000021.1
G001316245	G001316245.part_NZ_BBDM01000005.1
G001469895	G001469895.part_NZ_LOPY01000019.1
G001521855	G001521855.part_NZ_CP013998.1
G000445145	G000445145.part_NZ_ATIB01000050.1
G000423645	G000423645.part_NZ_AUIJ01000008.1
G001800985	G001800985.part_MGWM01000002.1
G000717335	G000717335.part_NZ_JNYZ01000021.1
G000455825	G000455825.part_NZ_ATAO01000228.1
G000445105	G000445105.part_NZ_ATDP01000074.1
G000738435	G000738435.part_NZ_CP003984.1
G000508965	G000508965.part_NZ_BAHV02000016.1
G001469895	G001469895.part_NZ_LOPY01000061.1
G000576595	G000576595.part_NZ_AWSA01000007.1
G000469445	G000469445.part_NZ_KI271720.1
G001560635	G001560635.part_NZ_LPSK01000002.1
G000717475	G000717475.part_NZ_JPIK01000010.1
G000455825	G000455825.part_NZ_ATAO01000250.1
G000702885	G000702885.part_NZ_JNKO01000001.1
G000450985	G000450985.part_NZ_AVMC01000031.1
G001182045	G001182045.part_NZ_CVTY01000007.1
G001438695	G001438695.part_NZ_JQBH01000005.1
G000172095	G000172095.part_NZ_ABID01000002.1
G001280515	G001280515.part_NZ_LBIQ01000035.1
G000714715	G000714715.part_NZ_JMFO01000009.1
G000220545	G000220545.part_NZ_AFPL01000023.1
G900102125	G900102125.part_FNAZ01000006.1
G001484985	G001484985.part_NZ_BCLZ01000012.1
G000504165	G000504165.part_NZ_AYSE01000007.1
G001427385	G001427385.part_NZ_LMGJ01000038.1
G002006995	G002006995.part_NZ_MRUL01000003.1
G000379225	G000379225.part_KB900870.1
G000337675	G000337675.part_NZ_AOIB01000014.1
G900101015	G900101015.part_FNFZ01000013.1
G000425585	G000425585.part_NZ_AUDS01000010.1
G001468855	G001468855.part_LDIV01000004.1
G001292625	G001292625.part_NZ_LAJH01000014.1
G000379665	G000379665.part_NZ_KB903374.1
G000797445	G000797445.part_NZ_JSWF01000012.1
G000519205	G000519205.part_NZ_JAFB01000023.1
G001559035	G001559035.part_NZ_CP014012.1
G001649505	G001649505.part_NZ_LVYG01000011.1
G000312365	G000312365.part_NZ_HG003690.1
G000430525	G000430525.part_NZ_AUME01000007.1
G001570425	G001570425.part_NZ_BCSX01000022.1
G000430745	G000430745.part_NZ_AUMP01000001.1
G000684975	G000684975.part_NZ_BAXZ01000012.1
G000334955	G000334955.part_NZ_KB372778.1
G000145255	G000145255.part_NC_014394.1
G000445105	G000445105.part_NZ_ATDP01000090.1
G000424365	G000424365.part_NZ_AUJT01000013.1
G000425585	G000425585.part_NZ_KE384398.1
G001774335	G001774335.part_MEZR01000015.1
G000163775	G000163775.part_NZ_JH815305.1
G000241345	G000241345.part_NZ_BAED01000069.1
G001412105	G001412105.part_NZ_LKST01000001.1
G900089455	G900089455.part_NZ_FLRC01000005.1
G000469445	G000469445.part_NZ_KI271741.1
G000711975	G000711975.part_NZ_JONT01000003.1
G000741765	G000741765.part_NZ_JGZU01000015.1
G900116265	G900116265.part_NZ_FOZU01000007.1
G900111915	G900111915.part_NZ_FOJX01000001.1
G000455825	G000455825.part_NZ_ATAO01000188.1
G000817295	G000817295.part_NZ_AWXV01000002.1
G900110675	G900110675.part_FOEN01000006.1
G000423645	G000423645.part_NZ_AUIJ01000011.1
G000445145	G000445145.part_NZ_ATIB01000049.1
G001521855	G001521855.part_NZ_CP014003.1
G000719275	G000719275.part_NZ_JOFP01000006.1
G001512545	G001512545.part_LFSI01000084.1
G900113925	G900113925.part_FORD01000002.1
G000686845	G000686845.part_NZ_JMLS01000017.1
G000430585	G000430585.part_NZ_AUMH01000002.1
G000428145	G000428145.part_NZ_ATZJ01000002.1
G000377645	G000377645.part_NZ_KB898480.1
G000620645	G000620645.part_NZ_KK211159.1
G000300855	G000300855.part_NZ_ALJF01000002.1
G001582555	G001582555.part_NZ_LBAG01000016.1
G000336655	G000336655.part_NZ_AOLZ01000040.1
G001582555	G001582555.part_NZ_KQ973511.1
G000173975	G000173975.part_NZ_ACEP01000064.1
G000282595	G000282595.part_NZ_AKIZ01000022.1
G000979995	G000979995.part_NZ_JJQN01000116.1
G000429045	G000429045.part_NZ_AUBC01000006.1
G000382085	G000382085.part_NZ_KB907515.1
G000382265	G000382265.part_NZ_KB907982.1
G001424305	G001424305.part_NZ_LMPD01000008.1
G000445105	G000445105.part_NZ_ATDP01000108.1
G000173655	G000173655.part_NZ_ABZU01000002.1
G001769705	G001769705.part_MEPF01000023.1
G000437435	G000437435.part_FR899627.1
G001649505	G001649505.part_NZ_LVYG01000008.1
G001696485	G001696485.part_NZ_JPMW01000002.1
G000425585	G000425585.part_NZ_AUDS01000009.1
G001820095	G001820095.part_MHOO01000003.1
G000717335	G000717335.part_NZ_JNYZ01000005.1
G900112605	G900112605.part_FOMJ01000001.1
G001424585	G001424585.part_NZ_LMPJ01000001.1
G000382245	G000382245.part_NZ_KB907873.1
G900142495	G900142495.part_NZ_FRBA01000003.1
G900128755	G900128755.part_NZ_FQSP01000002.1
G001422605	G001422605.part_NZ_LMLK01000012.1
G000245075	G000245075.part_NZ_JH599974.1
G000224335	G000224335.part_NZ_AFXZ01000003.1
G000300115	G000300115.part_NZ_JH930376.1
G000429305	G000429305.part_NZ_AUBP01000010.1
G000241345	G000241345.part_NZ_BAED01000054.1
G001894865	G001894865.part_NZ_BCXA01000020.1
G000686845	G000686845.part_NZ_JMLS01000028.1
G900101015	G900101015.part_FNFZ01000008.1
G000177235	G000177235.part_NC_014829.1
G900107845	G900107845.part_FNRM01000008.1
G000436215	G000436215.part_FR885005.1
G002002665	G002002665.part_NZ_MPOK01000005.1
G000484595	G000484595.part_NZ_AXVE01000016.1
G001769705	G001769705.part_MEPF01000021.1
G000424205	G000424205.part_NZ_AUJL01000010.1
G000437435	G000437435.part_FR899625.1
G001313205	G001313205.part_BBFK01000009.1
G000382085	G000382085.part_NZ_KB907517.1
G000382265	G000382265.part_NZ_KB907980.1
G000981645	G000981645.part_LAQC01000020.1
G001486165	G001486165.part_NZ_LN908976.1
G900100715	G900100715.part_FNCA01000009.1
G000429045	G000429045.part_NZ_AUBC01000004.1
G000377885	G000377885.part_NZ_KB898768.1
G001427385	G001427385.part_NZ_LMGJ01000023.1
G000768065	G000768065.part_NZ_JRKM01000001.1
G000429305	G000429305.part_NZ_AUBP01000012.1
G900106765	G900106765.part_FNNG01000011.1
G000220545	G000220545.part_NZ_AFPL01000038.1
G000300115	G000300115.part_NZ_JH930374.1
G000192965	G000192965.part_AERG01000022.1
G000317085	G000317085.part_NC_019702.1
G001499755	G001499755.part_NZ_CVIV01000059.1
G900112605	G900112605.part_FOMJ01000003.1
G000712035	G000712035.part_NZ_KL544008.1
G000717335	G000717335.part_NZ_JNYZ01000007.1
G000382125	G000382125.part_NZ_KB907547.1
G001771345	G001771345.part_METO01000004.1
G000745125	G000745125.part_NZ_JQNF01000010.1
G000382245	G000382245.part_NZ_KB907871.1
G900142495	G900142495.part_NZ_FRBA01000001.1
G900116265	G900116265.part_NZ_FOZU01000005.1
G900111915	G900111915.part_NZ_FOJX01000003.1
G000423405	G000423405.part_NZ_AUHX01000001.1
G900110675	G900110675.part_FOEN01000004.1
G001795545	G001795545.part_MGPM01000003.1
G000423645	G000423645.part_NZ_AUIJ01000013.1
G001469895	G001469895.part_NZ_LOPY01000047.1
G900089455	G900089455.part_NZ_FLRC01000007.1
G000711975	G000711975.part_NZ_JONT01000001.1
G000450985	G000450985.part_NZ_AVMC01000052.1
G000445105	G000445105.part_NZ_ATDP01000092.1
G000163775	G000163775.part_NZ_JH815307.1
G001412105	G001412105.part_NZ_LKST01000003.1
G000220545	G000220545.part_NZ_AFPL01000040.1
G000437335	G000437335.part_FR897762.1
G001570425	G001570425.part_NZ_BCSX01000020.1
G000430745	G000430745.part_NZ_AUMP01000003.1
G000684975	G000684975.part_NZ_BAXZ01000010.1
G001298265	G001298265.part_NZ_LGSZ01000022.1
G000336655	G000336655.part_NZ_AOLZ01000042.1
G001437355	G001437355.part_NZ_JQBM01000002.1
G000422425	G000422425.part_NZ_KE383828.1
G900115215	G900115215.part_FOVQ01000002.1
G000719275	G000719275.part_NZ_JOFP01000004.1
G000519205	G000519205.part_NZ_JAFB01000005.1
G001717035	G001717035.part_MAGT01000010.1
G000336915	G000336915.part_NZ_AOMD01000005.1
G000436435	G000436435.part_FR885663.1
G000220585	G000220585.part_NZ_AFOE01000018.1
G000471965	G000471965.part_NC_022550.1
G001995095	G001995095.part_NZ_MTSD02000008.1
G001570425	G001570425.part_NZ_BCSX01000004.1
G900106765	G900106765.part_FNNG01000008.1
G900102125	G900102125.part_FNAZ01000004.1
G001484985	G001484985.part_NZ_BCLZ01000010.1
G000970025	G000970025.part_NZ_CP009528.1
G000504165	G000504165.part_NZ_AYSE01000005.1
G001182045	G001182045.part_NZ_CVTY01000005.1
G000245655	G000245655.part_AHKY01000028.1
G000717475	G000717475.part_NZ_JPIK01000012.1
G000382245	G000382245.part_NZ_KB907868.1
G000702885	G000702885.part_NZ_JNKO01000003.1
G000455825	G000455825.part_NZ_ATAO01000217.1
G000450985	G000450985.part_NZ_AVMC01000076.1
G000492175	G000492175.part_NZ_KI535333.1
G000508965	G000508965.part_NZ_BAHV02000014.1
G000297775	G000297775.part_NZ_JH815519.1
G001469895	G001469895.part_NZ_LOPY01000026.1
G000576595	G000576595.part_NZ_AWSA01000005.1
G000336915	G000336915.part_NZ_AOMD01000021.1
G001649505	G001649505.part_NZ_LVYG01000013.1
G000424205	G000424205.part_NZ_AUJL01000009.1
G001307035	G001307035.part_NZ_LKIU01000002.1
G001005215	G001005215.part_NZ_LBNQ01000033.1
G000230655	G000230655.part_NC_023151.1
G000337675	G000337675.part_NZ_AOIB01000016.1
G900101015	G900101015.part_FNFZ01000011.1
G000429045	G000429045.part_NZ_KE386842.1
G002006995	G002006995.part_NZ_MRUL01000001.1
G002003465	G002003465.part_NZ_BDDQ01000021.1
G000591415	G000591415.part_NZ_JEMF01000039.1
G900100715	G900100715.part_FNCA01000010.1
G001000675	G001000675.part_LCHW01000002.1
G000336655	G000336655.part_NZ_AOLZ01000023.1
G000733515	G000733515.part_NZ_JNFS01000002.1
G001924935	G001924935.part_NZ_LQXI01000014.1
G000300855	G000300855.part_NZ_ALJF01000019.1
G000525955	G000525955.part_NZ_AODJ01000016.1
G900129715	G900129715.part_NZ_FQWP01000003.1
G000220585	G000220585.part_NZ_AFOE01000001.1
G001426485	G001426485.part_NZ_LMET01000001.1
G001829155	G001829155.part_MIAO01000061.1
G001025035	G001025035.part_NZ_LCZK01000002.1
G001717035	G001717035.part_MAGT01000009.1
G001488575	G001488575.part_NZ_LN831302.1
G900110905	G900110905.part_FOFH01000006.1
G000497755	G000497755.part_NZ_AYOD01000002.1
G000422425	G000422425.part_NZ_KE383831.1
G002002665	G002002665.part_NZ_MPOK01000064.1
G000717335	G000717335.part_NZ_JNYZ01000023.1
G000014465	G000014465.part_NC_008497.1
G001821935	G001821935.part_MHOU01000012.1
G000219275	G000219275.part_NZ_CM001194.1
G001316245	G001316245.part_NZ_BBDM01000007.1
G000317125	G000317125.part_NC_019699.1
G000436435	G000436435.part_FR885809.1
G000445145	G000445145.part_NZ_ATIB01000017.1
G000224335	G000224335.part_NZ_AFXZ01000025.1
G000684975	G000684975.part_NZ_BAXZ01000009.1
G001969385	G001969385.part_NZ_CP014803.1
G001570425	G001570425.part_NZ_BCSX01000039.1
G000218895	G000218895.part_NC_015703.1
G000424365	G000424365.part_NZ_AUJT01000008.1
G001894865	G001894865.part_NZ_BCXA01000006.1
G001308105	G001308105.part_NZ_CP012863.1
G002006995	G002006995.part_NZ_MRUL01000005.1
G000429045	G000429045.part_NZ_AUBC01000019.1
G001423045	G001423045.part_NZ_LMNR01000002.1
G000379665	G000379665.part_NZ_KB903372.1
G000797445	G000797445.part_NZ_JSWF01000014.1
G000519205	G000519205.part_NZ_JAFB01000025.1
G000336915	G000336915.part_NZ_AOMD01000025.1
G000220585	G000220585.part_NZ_AFOE01000038.1
G001649505	G001649505.part_NZ_LVYG01000017.1
G000424365	G000424365.part_NZ_KE384176.1
G001307035	G001307035.part_NZ_LKIU01000006.1
G000757865	G000757865.part_NZ_CP007754.1
G001005215	G001005215.part_NZ_LBNQ01000037.1
G900101015	G900101015.part_FNFZ01000015.1
G900115085	G900115085.part_FOVF01000013.1
G001468855	G001468855.part_LDIV01000002.1
G001292625	G001292625.part_NZ_LAJH01000012.1
G001560635	G001560635.part_NZ_LPSK01000004.1
G000702885	G000702885.part_NZ_JNKO01000007.1
G001789365	G001789365.part_MFZF01000016.1
G000450985	G000450985.part_NZ_AVMC01000037.1
G000179775	G000179775.part_NZ_AEEB01000016.1
G000179395	G000179395.part_NC_015859.1
G000422425	G000422425.part_NZ_AULT01000005.1
G000492175	G000492175.part_NZ_KI535337.1
G000701305	G000701305.part_NZ_JNIG01000009.1
G000508965	G000508965.part_NZ_BAHV02000010.1
G001499755	G001499755.part_NZ_CVIV01000001.1
G000576595	G000576595.part_NZ_AWSA01000001.1
G001570425	G001570425.part_NZ_BCSX01000045.1
G001767605	G001767605.part_MELM01000019.1
G000172095	G000172095.part_NZ_ABID01000004.1
G001484985	G001484985.part_NZ_BCLZ01000014.1
G001298265	G001298265.part_NZ_LGSZ01000047.1
G000300115	G000300115.part_NZ_JH930369.1
G000504165	G000504165.part_NZ_AYSE01000001.1
G001438695	G001438695.part_NZ_JQBH01000003.1
G001312505	G001312505.part_NZ_BBDW01000011.1
G000192925	G000192925.part_NZ_AERE01000066.1
G001708185	G001708185.part_NZ_MDDN01000004.1
G000599865	G000599865.part_NZ_JHAC01000004.1
G001280505	G001280505.part_NZ_LBIO01000039.1
G001894865	G001894865.part_NZ_BCXA01000002.1
G000241345	G000241345.part_NZ_BAED01000033.1
G001800985	G001800985.part_MGWM01000004.1
G000717335	G000717335.part_NZ_JNYZ01000027.1
G001316245	G001316245.part_NZ_BBDM01000003.1
G000297775	G000297775.part_NZ_JH815520.1
G000336915	G000336915.part_NZ_AOMD01000018.1
G001025035	G001025035.part_NZ_LCZK01000006.1
G000741785	G000741785.part_NZ_JGZP01000001.1
G000745975	G000745975.part_NZ_JQKJ01000002.1
G000797445	G000797445.part_NZ_JSWF01000029.1
G900101965	G900101965.part_FNAP01000013.1
G000376225	G000376225.part_NZ_AQXL01000132.1
G001769705	G001769705.part_MEPF01000044.1
G000426565	G000426565.part_NZ_AUFP01000007.1
G000686845	G000686845.part_NZ_JMLS01000008.1
G900115845	G900115845.part_NZ_FOXX01000010.1
G900110905	G900110905.part_FOFH01000002.1
G000712035	G000712035.part_NZ_JONV01000010.1
G001790445	G001790445.part_MGCQ01000008.1
G002003465	G002003465.part_NZ_BDDQ01000018.1
G000689195	G000689195.part_NZ_AZRA01000032.1
G000934435	G000934435.part_NZ_JXIJ01000143.1
G001924935	G001924935.part_NZ_LQXI01000010.1
G001427385	G001427385.part_NZ_LMGJ01000003.1
G001438725	G001438725.part_NZ_JQBC01000003.1
G900129715	G900129715.part_NZ_FQWP01000007.1
G000294515	G000294515.part_NC_018524.1
G000701305	G000701305.part_NZ_JNIG01000010.1
G001568365	G001568365.part_NZ_JQRJ01000060.1
G000245075	G000245075.part_NZ_JH599972.1
G000156175	G000156175.part_NZ_GG692711.1
G900112605	G900112605.part_FOMJ01000007.1
G000717335	G000717335.part_NZ_JNYZ01000003.1
G001625015	G001625015.part_NZ_LVWJ02000019.1
G900142495	G900142495.part_NZ_FRBA01000005.1
G000382245	G000382245.part_NZ_KB907875.1
G001312505	G001312505.part_NZ_BBDW01000008.1
G001894865	G001894865.part_NZ_BCXA01000026.1
G001280505	G001280505.part_NZ_LBIO01000058.1
G001570425	G001570425.part_NZ_BCSX01000019.1
G000300115	G000300115.part_NZ_JH930370.1
G900107575	G900107575.part_FNQX01000005.1
G000382085	G000382085.part_NZ_KB907513.1
G001742785	G001742785.part_MCBF01000001.1
G000382265	G000382265.part_NZ_KB907984.1
G000525955	G000525955.part_NZ_AODJ01000036.1
G001784285	G001784285.part_MFQC01000003.1
G000768875	G000768875.part_NZ_JRAO01000015.1
G000444645	G000444645.part_NZ_APBY01000093.1
G000934435	G000934435.part_NZ_JXIJ01000167.1
G001548375	G001548375.part_NZ_AP017295.1
G000832305	G000832305.part_NZ_CP010537.1
G000433035	G000433035.part_FR890804.1
G001870905	G001870905.part_NZ_LNDC01000094.1
G000173655	G000173655.part_NZ_ABZU01000004.1
G000484595	G000484595.part_NZ_AXVE01000012.1
G000382265	G000382265.part_NZ_KB907979.1
G001187595	G001187595.part_NZ_CP012152.1
G001774495	G001774495.part_MFAE01000014.1
G001898495	G001898495.part_MKUA01000024.1
G900113925	G900113925.part_FORD01000004.1
G000337675	G000337675.part_NZ_AOIB01000036.1
G900115845	G900115845.part_NZ_FOXX01000009.1
G000428865	G000428865.part_NZ_AUAT01000002.1
G000712035	G000712035.part_NZ_JONV01000009.1
G900115215	G900115215.part_FOVQ01000006.1
G000797445	G000797445.part_NZ_JSWF01000030.1
G001606005	G001606005.part_NZ_CP014869.1
G000220585	G000220585.part_NZ_AFOE01000059.1
G001012675	G001012675.part_NZ_AZRC01000018.1
G000591415	G000591415.part_NZ_JEMF01000019.1
G000300855	G000300855.part_NZ_ALJF01000004.1
G000981645	G000981645.part_LAQC01000019.1
G000430585	G000430585.part_NZ_AUMH01000004.1
G000298475	G000298475.part_NC_018622.1
G000384955	G000384955.part_ARRB01000001.1
G000993875	G000993875.part_LBYV01000001.1
G001924935	G001924935.part_NZ_LQXI01000009.1
G000282595	G000282595.part_NZ_AKIZ01000019.1
G000008545	G000008545.part_NC_000853.1
G000436935	G000436935.part_FR891833.1
G001280505	G001280505.part_NZ_LBIO01000065.1
G000163775	G000163775.part_NZ_JH815303.1
G000430525	G000430525.part_NZ_AUME01000001.1
G001570425	G001570425.part_NZ_BCSX01000024.1
G000430745	G000430745.part_NZ_AUMP01000007.1
G000684975	G000684975.part_NZ_BAXZ01000014.1
G001280515	G001280515.part_NZ_LBIQ01000052.1
G900116265	G900116265.part_NZ_FOZU01000001.1
G900111915	G900111915.part_NZ_FOJX01000007.1
G000817295	G000817295.part_NZ_AWXV01000004.1
G000423405	G000423405.part_NZ_AUHX01000005.1
G000334955	G000334955.part_NZ_KB372783.1
G900089455	G900089455.part_NZ_FLRC01000003.1
G000430585	G000430585.part_NZ_AUMH01000006.1
G000428145	G000428145.part_NZ_ATZJ01000006.1
G001772695	G001772695.part_MEVI01000002.1
G900112935	G900112935.part_FONM01000010.1
G001437355	G001437355.part_NZ_JQBM01000004.1
G002003465	G002003465.part_NZ_BDDQ01000003.1
G000300855	G000300855.part_NZ_ALJF01000006.1
G001582555	G001582555.part_NZ_LBAG01000012.1
G000336655	G000336655.part_NZ_AOLZ01000044.1
G900115215	G900115215.part_FOVQ01000004.1
G001305655	G001305655.part_NZ_CP011565.1
G000719275	G000719275.part_NZ_JOFP01000002.1
G900101965	G900101965.part_FNAP01000008.1
G000797445	G000797445.part_NZ_JSWF01000032.1
G000519205	G000519205.part_NZ_JAFB01000003.1
G000745975	G000745975.part_NZ_JQKJ01000019.1
G000376225	G000376225.part_NZ_AQXL01000129.1
G900113925	G900113925.part_FORD01000006.1
G000377645	G000377645.part_NZ_KB898479.1
G000686845	G000686845.part_NZ_JMLS01000013.1
G001769835	G001769835.part_MEPR01000058.1
G900089455	G900089455.part_NZ_FLRC01000044.1
G900116115	G900116115.part_FOZP01000009.1
G900089455	G900089455.part_NZ_FLRC01000001.1
G000711975	G000711975.part_NZ_JONT01000007.1
G000741765	G000741765.part_NZ_JGZU01000011.1
G000688415	G000688415.part_NZ_JIAH01000008.1
G900116265	G900116265.part_NZ_FOZU01000003.1
G000422425	G000422425.part_NZ_AULT01000023.1
G900111915	G900111915.part_NZ_FOJX01000005.1
G900110675	G900110675.part_FOEN01000002.1
G000423405	G000423405.part_NZ_AUHX01000007.1
G000334955	G000334955.part_NZ_KB372781.1
G000220545	G000220545.part_NZ_AFPL01000046.1
G001280515	G001280515.part_NZ_LBIQ01000015.1
G001779925	G001779925.part_MFEK01000006.1
G000430745	G000430745.part_NZ_AUMP01000005.1
G000684975	G000684975.part_NZ_BAXZ01000016.1
G000429305	G000429305.part_NZ_AUBP01000029.1
G000445105	G000445105.part_NZ_ATDP01000094.1
G000163775	G000163775.part_NZ_JH815301.1
G000934435	G000934435.part_NZ_JXIJ01000078.1
G001909285	G001909285.part_NZ_MRSV01000001.1
G001280515	G001280515.part_NZ_LBIQ01000028.1
G000300115	G000300115.part_NZ_JH930372.1
G001676225	G001676225.part_NZ_LZEY01000056.1
G001298265	G001298265.part_NZ_LGSZ01000019.1
G001421015	G001421015.part_NZ_CP013023.1
G001870905	G001870905.part_NZ_LNDC01000133.1
G000241345	G000241345.part_NZ_BAED01000050.1
G001894865	G001894865.part_NZ_BCXA01000024.1
G000717335	G000717335.part_NZ_JNYZ01000001.1
G900112605	G900112605.part_FOMJ01000005.1
G000012965	G000012965.part_NC_007575.1
G001771345	G001771345.part_METO01000002.1
G000235885	G000235885.part_NZ_JH379441.1
G900142495	G900142495.part_NZ_FRBA01000007.1
G000701305	G000701305.part_NZ_JNIG01000012.1
G001469895	G001469895.part_NZ_LOPY01000039.1
G000429865	G000429865.part_NZ_KE386977.1
G000173655	G000173655.part_NZ_ABZU01000006.1
G000379665	G000379665.part_NZ_KB903369.1
G000437435	G000437435.part_FR899623.1
G000337475	G000337475.part_NZ_AOIT01000021.1
G000423405	G000423405.part_NZ_KE384014.1
G001898495	G001898495.part_MKUA01000026.1
G001292625	G001292625.part_NZ_LAJH01000009.1
G900115085	G900115085.part_FOVF01000008.1
G900107575	G900107575.part_FNQX01000007.1
G000620645	G000620645.part_NZ_KK211160.1
G000382265	G000382265.part_NZ_KB907986.1
G000525955	G000525955.part_NZ_AODJ01000034.1
G001784285	G001784285.part_MFQC01000001.1
G000455825	G000455825.part_NZ_ATAO01000195.1
G001316245	G001316245.part_NZ_BBDM01000001.1
G001568365	G001568365.part_NZ_JQRJ01000003.1
G000688415	G000688415.part_NZ_JIAH01000011.1
G001800985	G001800985.part_MGWM01000006.1
G000717335	G000717335.part_NZ_JNYZ01000025.1
G001969385	G001969385.part_NZ_CP014796.1
G900116115	G900116115.part_FOZP01000010.1
G001812395	G001812395.part_NZ_KV808742.1
G000407165	G000407165.part_NZ_KE136480.1
G001708185	G001708185.part_NZ_MDDN01000006.1
G000620645	G000620645.part_NZ_JIAV01000014.1
G001298265	G001298265.part_NZ_LGSZ01000078.1
G001796315	G001796315.part_MGME01000019.1
G001074355	G001074355.part_NZ_JUTO01000003.1
G900129715	G900129715.part_NZ_FQWP01000005.1
G000981645	G000981645.part_LAQC01000002.1
G900112935	G900112935.part_FONM01000009.1
G000282595	G000282595.part_NZ_AKIZ01000002.1
G001924935	G001924935.part_NZ_LQXI01000012.1
G001438725	G001438725.part_NZ_JQBC01000001.1
G001427385	G001427385.part_NZ_LMGJ01000001.1
G001488575	G001488575.part_NZ_LN831304.1
G900115845	G900115845.part_NZ_FOXX01000012.1
G001830805	G001830805.part_MICH01000001.1
G000518105	G000518105.part_NZ_JACY01000006.1
G001918745	G001918745.part_MNGN01000045.1
G000991295	G000991295.part_LBRG01000001.1
G000220585	G000220585.part_NZ_AFOE01000007.1
G001025035	G001025035.part_NZ_LCZK01000004.1
G000741785	G000741785.part_NZ_JGZP01000003.1
G900101965	G900101965.part_FNAP01000011.1
G000376225	G000376225.part_NZ_AQXL01000130.1
G000426565	G000426565.part_NZ_AUFP01000005.1
G001898495	G001898495.part_MKUA01000002.1
G900101015	G900101015.part_FNFZ01000017.1
G000829435	G000829435.part_NZ_JXRP01000018.1
G900115085	G900115085.part_FOVF01000011.1
G000425585	G000425585.part_NZ_AUDS01000014.1
G001292625	G001292625.part_NZ_LAJH01000010.1
G001769835	G001769835.part_MEPR01000039.1
G000379665	G000379665.part_NZ_KB903370.1
G000797445	G000797445.part_NZ_JSWF01000016.1
G000519205	G000519205.part_NZ_JAFB01000027.1
G000336915	G000336915.part_NZ_AOMD01000027.1
G001649505	G001649505.part_NZ_LVYG01000015.1
G000337475	G000337475.part_NZ_AOIT01000038.1
G001307035	G001307035.part_NZ_LKIU01000004.1
G000191145	G000191145.part_NC_016603.1
G000428865	G000428865.part_NZ_KE386807.1
G001308105	G001308105.part_NZ_CP012861.1
G002006995	G002006995.part_NZ_MRUL01000007.1
G001042525	G001042525.part_NZ_CP011921.1
G002003465	G002003465.part_NZ_BDDQ01000027.1
G001888885	G001888885.part_NZ_MPLE01000001.1
G001438695	G001438695.part_NZ_JQBH01000001.1
G001312505	G001312505.part_NZ_BBDW01000013.1
G000744255	G000744255.part_NZ_JQLO01000001.1
G001280505	G001280505.part_NZ_LBIO01000043.1
G000172095	G000172095.part_NZ_ABID01000006.1
G001280515	G001280515.part_NZ_LBIQ01000031.1
G000430745	G000430745.part_NZ_AUMP01000021.1
G900102125	G900102125.part_FNAZ01000002.1
G001298265	G001298265.part_NZ_LGSZ01000045.1
G000691865	G000691865.part_NZ_JMIO01000006.1
G000422425	G000422425.part_NZ_AULT01000007.1
G000247715	G000247715.part_NC_016907.1
G000235885	G000235885.part_NZ_JH379375.1
G000492175	G000492175.part_NZ_KI535335.1
G000477955	G000477955.part_NZ_KI515717.1
